0;NODE_01;T1;26.28;1720087308329
1;NODE_01;T1;26.28;1720087308627
2;NODE_01;T1;0.00;1720087319048
3;NODE_01;T1;0.00;1720087319447
4;NODE_01;T1;0.00;1720087323188
5;NODE_01;T1;26.31;1720087324200
6;NODE_01;T1;26.31;1720087324371
7;NODE_01;T1;26.31;1720087324983
8;NODE_01;T1;26.31;1720087326035
9;NODE_01;T1;26.31;1720087326328
10;NODE_01;T1;26.31;1720087326331
11;NODE_01;T1;26.31;1720087326621
12;NODE_01;T1;26.31;1720087326892
13;NODE_01;T1;26.30;1720087327957
14;NODE_01;T1;26.30;1720087328467
15;NODE_01;T1;26.30;1720087329517
16;NODE_01;T1;26.30;1720087329805
17;NODE_01;T1;26.30;1720087330094
18;NODE_01;T1;26.30;1720087330761
19;NODE_01;T1;26.30;1720087331161
20;NODE_01;T1;26.30;1720087331339
21;NODE_01;T1;26.30;1720087331597
22;NODE_01;T1;26.30;1720087332154
23;NODE_01;T1;26.30;1720087332842
24;NODE_01;T1;26.30;1720087333049
25;NODE_01;T1;26.30;1720087333243
26;NODE_01;T1;26.30;1720087333483
27;NODE_01;T1;26.30;1720087333604
28;NODE_01;T1;26.30;1720087333808
29;NODE_01;T1;26.30;1720087335282
30;NODE_01;T1;26.30;1720087336396
31;NODE_01;T1;26.30;1720087336962
32;NODE_01;T1;26.28;1720087337062
33;NODE_01;T1;26.28;1720087337865
34;NODE_01;T1;26.28;1720087337995
35;NODE_01;T1;26.28;1720087338497
36;NODE_01;T1;26.28;1720087338901
37;NODE_01;T1;26.28;1720087339110
38;NODE_01;T1;26.28;1720087339416
39;NODE_01;T1;26.28;1720087340109
40;NODE_01;T1;26.28;1720087340750
41;NODE_01;T1;26.28;1720087341201
42;NODE_01;T1;26.26;1720087341571
43;NODE_01;T1;26.26;1720087341729
44;NODE_01;T1;26.26;1720087345917
45;NODE_01;T1;26.29;1720087346071
46;NODE_01;T1;26.29;1720087346435
47;NODE_01;T1;26.29;1720087346592
48;NODE_01;T1;26.29;1720087347097
49;NODE_01;T1;26.29;1720087347457
50;NODE_01;T1;26.29;1720087347858
